id,name,tourney,hgames,goals,assists,points
1,Sven Goose,Dew Cup III,5,1,2,3
2,Buddy Wood,Dew Cup III,5,1,1,2
12,Pesky Zub,Dew Cup III,6,0,1,1
27,Capn Bartz,Dew Cup III,6,1,0,1
13,Garry Bob,Dew Cup III,6,1,0,1
6,Matt Huinker,Dew Cup III,5,1,0,1
3,Rick Bonis,Dew Cup III,5,0,0,0
8,Deer Hunt,Dew Cup III,5,0,0,0
10,Hoag Braun,Dew Cup III,5,0,0,0
25,Charles Mayer,Dew Cup III,5,0,0,0
26,Dan Hunt,Dew Cup III,5,0,0,0
